gu_name,waiting_personal_num ,waiting_company_num ,profit ,visited_personal_num ,visited_company_num ,Date 
강동구,49,8,559,54,10,"Thursday, August 4, 2022"
송파구,71,15,431,76,6,"Tuesday, August 2, 2022"
관악구,54,8,413,46,10,"Thursday, July 28, 2022"
금천구,25,18,475,21,11,"Friday, August 5, 2022"
구로구,32,15,407,50,13,"Saturday, July 30, 2022"
마포구,31,14,528,49,9,"Monday, August 1, 2022"
서대문구,75,6,519,53,13,"Thursday, August 4, 2022"
중구,22,17,594,39,9,"Wednesday, August 3, 2022"
성북구,52,6,434,62,7,"Tuesday, July 26, 2022"
종로구,57,14,486,68,8,"Thursday, August 4, 2022"
영등포구,52,15,536,38,5,"Friday, August 5, 2022"
관악구,78,18,421,76,5,"Tuesday, July 26, 2022"
강동구,65,9,555,47,7,"Monday, August 1, 2022"
송파구,40,9,497,34,8,"Sunday, August 7, 2022"
관악구,65,9,405,41,6,"Wednesday, July 27, 2022"
금천구,29,15,510,40,11,"Wednesday, July 27, 2022"
구로구,60,7,479,27,12,"Wednesday, July 27, 2022"
마포구,28,16,492,29,11,"Wednesday, July 27, 2022"
강남구,71,11,420,56,13,"Sunday, August 7, 2022"
서초구,20,19,507,37,8,"Thursday, July 28, 2022"
동작구,41,14,474,69,5,"Saturday, August 6, 2022"
은평구,24,19,596,43,5,"Friday, July 29, 2022"
중랑구,32,6,430,47,6,"Monday, August 1, 2022"
강동구,40,17,465,31,9,"Tuesday, July 26, 2022"
송파구,53,6,462,33,8,"Monday, August 1, 2022"
관악구,30,14,597,32,5,"Sunday, July 31, 2022"
금천구,58,18,502,69,11,"Saturday, August 6, 2022"
구로구,35,18,491,71,5,"Monday, July 25, 2022"
마포구,45,19,544,55,5,"Wednesday, July 27, 2022"
서대문구,35,8,560,73,10,"Tuesday, July 26, 2022"
중구,32,16,456,47,10,"Saturday, July 30, 2022"
성북구,71,10,523,77,10,"Friday, July 29, 2022"
종로구,67,6,560,39,10,"Saturday, August 6, 2022"
영등포구,64,10,449,39,7,"Thursday, July 28, 2022"
관악구,58,19,477,38,10,"Sunday, August 7, 2022"
강동구,79,10,512,49,8,"Monday, August 1, 2022"
송파구,37,18,430,44,6,"Thursday, July 28, 2022"
관악구,67,13,416,39,5,"Wednesday, July 27, 2022"
금천구,22,12,489,68,6,"Wednesday, July 27, 2022"
구로구,33,9,589,63,10,"Saturday, July 30, 2022"
마포구,69,9,551,29,11,"Friday, July 29, 2022"
강남구,49,15,455,43,6,"Monday, August 1, 2022"
서초구,34,12,536,77,6,"Sunday, August 7, 2022"
동작구,68,6,578,61,11,"Saturday, July 30, 2022"
은평구,44,18,559,26,10,"Friday, August 5, 2022"
중랑구,68,17,422,43,8,"Sunday, August 7, 2022"
강동구,71,18,424,68,5,"Thursday, July 28, 2022"
송파구,77,17,585,75,11,"Tuesday, August 2, 2022"
관악구,53,7,582,70,10,"Friday, July 29, 2022"
금천구,73,11,539,75,10,"Saturday, July 30, 2022"
구로구,49,14,570,51,11,"Tuesday, July 26, 2022"
마포구,59,18,413,48,9,"Saturday, July 30, 2022"
서대문구,36,6,449,68,8,"Wednesday, August 3, 2022"
중구,54,6,434,52,11,"Sunday, August 7, 2022"
성북구,76,6,471,67,7,"Thursday, July 28, 2022"
종로구,50,11,592,36,11,"Tuesday, July 26, 2022"
영등포구,43,15,431,30,12,"Friday, July 29, 2022"
관악구,70,7,428,25,9,"Sunday, August 7, 2022"
강동구,71,12,551,79,9,"Thursday, August 4, 2022"
송파구,24,10,458,21,8,"Friday, August 5, 2022"
관악구,32,16,441,21,11,"Thursday, July 28, 2022"
금천구,39,11,587,78,7,"Monday, August 1, 2022"
구로구,79,11,431,44,13,"Tuesday, August 2, 2022"
마포구,22,17,552,38,12,"Saturday, August 6, 2022"
강남구,35,17,554,50,5,"Monday, July 25, 2022"
서초구,26,7,414,67,8,"Monday, July 25, 2022"
동작구,58,17,563,54,11,"Wednesday, August 3, 2022"
은평구,68,6,512,24,12,"Saturday, July 30, 2022"
중랑구,59,12,464,26,7,"Monday, July 25, 2022"
강동구,57,9,489,62,13,"Tuesday, August 2, 2022"
송파구,59,15,419,25,13,"Wednesday, July 27, 2022"
관악구,32,6,460,62,11,"Sunday, August 7, 2022"
금천구,73,13,510,66,11,"Monday, August 1, 2022"
구로구,33,7,418,75,8,"Thursday, July 28, 2022"
마포구,42,13,510,28,11,"Saturday, August 6, 2022"
서대문구,57,18,496,50,6,"Wednesday, July 27, 2022"
중구,50,18,594,52,8,"Monday, July 25, 2022"
성북구,68,9,523,24,8,"Saturday, July 30, 2022"
종로구,30,16,558,60,10,"Monday, July 25, 2022"
영등포구,29,16,595,75,5,"Wednesday, August 3, 2022"
관악구,65,17,445,51,10,"Tuesday, August 2, 2022"
강동구,52,13,505,25,7,"Sunday, August 7, 2022"
송파구,34,17,449,75,6,"Thursday, July 28, 2022"
관악구,37,18,449,77,13,"Tuesday, August 2, 2022"
금천구,76,15,431,33,5,"Friday, July 29, 2022"
구로구,48,6,485,22,13,"Friday, July 29, 2022"
마포구,34,17,534,20,9,"Wednesday, July 27, 2022"
강남구,28,14,531,74,6,"Friday, August 5, 2022"
서초구,71,6,552,77,7,"Friday, July 29, 2022"
동작구,20,9,593,76,7,"Sunday, August 7, 2022"
은평구,61,19,431,76,5,"Thursday, August 4, 2022"
중랑구,74,13,575,55,9,"Friday, August 5, 2022"
강동구,31,9,511,41,8,"Sunday, August 7, 2022"
송파구,49,8,453,62,7,"Monday, August 1, 2022"
관악구,75,18,587,21,6,"Thursday, August 4, 2022"
금천구,46,11,551,26,11,"Monday, August 1, 2022"
구로구,24,10,514,33,5,"Sunday, August 7, 2022"
마포구,20,8,461,41,8,"Tuesday, August 2, 2022"
서대문구,78,8,430,68,7,"Tuesday, August 2, 2022"
중구,39,11,493,64,10,"Thursday, August 4, 2022"
성북구,53,15,568,77,8,"Thursday, August 4, 2022"
종로구,61,7,406,29,8,"Sunday, July 31, 2022"
영등포구,33,9,401,77,7,"Tuesday, August 2, 2022"
관악구,70,9,509,52,6,"Thursday, July 28, 2022"
강동구,22,6,559,42,8,"Thursday, July 28, 2022"
송파구,59,8,597,21,5,"Tuesday, August 2, 2022"
관악구,53,14,479,33,11,"Monday, July 25, 2022"
금천구,78,8,577,67,6,"Thursday, July 28, 2022"
구로구,50,18,581,63,12,"Tuesday, July 26, 2022"
마포구,78,17,430,77,5,"Friday, July 29, 2022"
강남구,31,17,463,64,9,"Thursday, August 4, 2022"
서초구,47,18,409,66,6,"Monday, August 1, 2022"
동작구,77,17,549,38,13,"Tuesday, July 26, 2022"
은평구,57,6,419,56,8,"Tuesday, August 2, 2022"
중랑구,64,16,460,29,7,"Thursday, August 4, 2022"
강동구,26,8,523,58,8,"Tuesday, July 26, 2022"
송파구,69,18,573,34,12,"Thursday, August 4, 2022"
관악구,77,18,494,44,6,"Monday, August 1, 2022"
금천구,65,17,516,20,7,"Wednesday, July 27, 2022"
구로구,30,19,521,79,8,"Sunday, August 7, 2022"
마포구,73,13,585,55,6,"Saturday, July 30, 2022"
서대문구,35,15,418,24,12,"Tuesday, August 2, 2022"
중구,24,17,517,63,13,"Monday, July 25, 2022"
성북구,48,19,497,48,8,"Friday, July 29, 2022"
종로구,35,8,526,32,8,"Thursday, July 28, 2022"
영등포구,51,7,421,79,5,"Saturday, August 6, 2022"
관악구,30,8,522,73,9,"Saturday, July 30, 2022"
강동구,47,16,450,68,7,"Monday, July 25, 2022"
송파구,78,18,493,41,9,"Friday, August 5, 2022"
관악구,65,12,584,54,5,"Monday, August 1, 2022"
금천구,60,11,536,35,11,"Wednesday, July 27, 2022"
구로구,71,16,565,24,10,"Saturday, July 30, 2022"
마포구,52,17,534,68,13,"Saturday, August 6, 2022"
강남구,29,18,538,62,9,"Wednesday, August 3, 2022"
서초구,57,15,439,37,6,"Thursday, August 4, 2022"
동작구,72,15,569,51,13,"Wednesday, August 3, 2022"
은평구,79,18,481,65,10,"Saturday, August 6, 2022"
중랑구,56,8,442,30,11,"Monday, July 25, 2022"
강동구,68,9,523,75,7,"Saturday, August 6, 2022"
송파구,69,14,578,21,6,"Thursday, August 4, 2022"
관악구,73,17,422,36,11,"Wednesday, July 27, 2022"
금천구,57,15,596,70,8,"Sunday, August 7, 2022"
구로구,31,6,512,50,11,"Friday, August 5, 2022"
마포구,79,14,594,46,8,"Friday, July 29, 2022"
서대문구,55,13,496,45,5,"Sunday, July 31, 2022"
중구,25,19,440,74,5,"Sunday, July 31, 2022"
성북구,32,11,433,38,9,"Tuesday, July 26, 2022"
종로구,76,8,471,59,10,"Thursday, July 28, 2022"
영등포구,79,16,599,27,9,"Thursday, July 28, 2022"
관악구,29,7,508,51,6,"Wednesday, August 3, 2022"
강동구,78,10,417,43,10,"Wednesday, July 27, 2022"
송파구,63,12,473,79,5,"Wednesday, August 3, 2022"
관악구,38,7,569,75,10,"Wednesday, August 3, 2022"
금천구,64,11,408,59,10,"Tuesday, August 2, 2022"
구로구,25,14,434,67,13,"Sunday, July 31, 2022"
마포구,40,8,404,71,7,"Saturday, August 6, 2022"
강남구,79,6,544,42,5,"Sunday, August 7, 2022"
서초구,32,6,556,65,10,"Wednesday, July 27, 2022"
동작구,62,13,419,40,13,"Monday, August 1, 2022"
은평구,65,18,435,30,12,"Sunday, August 7, 2022"
중랑구,40,16,518,34,8,"Tuesday, August 2, 2022"
강동구,50,14,514,70,7,"Tuesday, July 26, 2022"
송파구,69,14,420,29,13,"Sunday, August 7, 2022"
관악구,45,6,447,69,5,"Wednesday, July 27, 2022"
금천구,25,12,436,51,9,"Wednesday, July 27, 2022"
구로구,74,18,530,26,5,"Wednesday, August 3, 2022"
마포구,63,8,552,57,12,"Wednesday, August 3, 2022"
서대문구,62,15,496,42,9,"Sunday, August 7, 2022"
중구,79,10,434,76,9,"Monday, July 25, 2022"
성북구,72,10,404,52,5,"Thursday, July 28, 2022"
종로구,61,12,535,51,9,"Monday, July 25, 2022"
영등포구,79,13,486,61,9,"Sunday, August 7, 2022"
관악구,55,17,528,61,6,"Thursday, July 28, 2022"
강동구,63,8,527,34,13,"Saturday, August 6, 2022"
송파구,79,12,565,29,9,"Tuesday, August 2, 2022"
관악구,40,8,569,25,9,"Thursday, July 28, 2022"
금천구,46,19,464,45,10,"Friday, July 29, 2022"
구로구,54,16,524,53,12,"Monday, August 1, 2022"
마포구,62,11,458,21,12,"Wednesday, August 3, 2022"
강남구,36,14,532,43,9,"Monday, July 25, 2022"
서초구,37,13,569,51,7,"Friday, August 5, 2022"
동작구,41,16,472,37,11,"Sunday, July 31, 2022"
은평구,51,12,428,60,6,"Monday, July 25, 2022"
중랑구,25,8,445,53,9,"Saturday, July 30, 2022"
강동구,48,8,428,50,6,"Tuesday, August 2, 2022"
송파구,57,19,570,32,9,"Monday, August 1, 2022"
관악구,67,14,483,67,7,"Wednesday, August 3, 2022"
금천구,50,17,452,77,11,"Thursday, August 4, 2022"
구로구,37,6,454,53,11,"Thursday, July 28, 2022"
마포구,34,18,545,62,13,"Sunday, August 7, 2022"
서대문구,23,15,591,47,12,"Saturday, July 30, 2022"
중구,51,15,461,25,7,"Monday, July 25, 2022"
성북구,62,9,572,30,9,"Monday, August 1, 2022"
종로구,40,17,579,36,9,"Friday, August 5, 2022"
영등포구,72,17,446,73,5,"Saturday, July 30, 2022"
관악구,38,7,529,62,5,"Monday, August 1, 2022"
강동구,52,18,436,44,8,"Friday, July 29, 2022"
송파구,31,9,423,47,11,"Friday, July 29, 2022"
관악구,36,17,438,50,5,"Thursday, August 4, 2022"
금천구,34,14,561,40,12,"Friday, August 5, 2022"
구로구,54,12,489,75,8,"Saturday, August 6, 2022"
마포구,73,17,479,38,8,"Wednesday, July 27, 2022"
강남구,43,6,572,45,12,"Tuesday, August 2, 2022"
서초구,67,18,491,35,6,"Saturday, August 6, 2022"
동작구,24,10,484,38,11,"Tuesday, July 26, 2022"
은평구,76,18,439,58,7,"Monday, August 1, 2022"
중랑구,29,8,516,69,13,"Wednesday, July 27, 2022"
강동구,22,14,532,48,5,"Thursday, August 4, 2022"
송파구,47,7,459,67,6,"Thursday, July 28, 2022"
관악구,39,8,512,73,7,"Friday, July 29, 2022"
금천구,67,9,481,36,13,"Thursday, August 4, 2022"
구로구,34,12,585,47,12,"Friday, July 29, 2022"
마포구,49,11,592,41,6,"Saturday, August 6, 2022"
서대문구,51,8,471,40,8,"Friday, August 5, 2022"
중구,47,8,421,52,12,"Sunday, August 7, 2022"
성북구,43,18,461,33,6,"Thursday, August 4, 2022"
종로구,55,12,427,49,8,"Sunday, August 7, 2022"
영등포구,59,18,425,24,7,"Friday, August 5, 2022"
관악구,60,19,516,78,6,"Wednesday, August 3, 2022"
강동구,51,10,594,56,12,"Wednesday, August 3, 2022"
송파구,54,19,550,28,10,"Friday, July 29, 2022"
관악구,46,10,521,47,10,"Sunday, August 7, 2022"
금천구,32,14,459,49,6,"Sunday, August 7, 2022"
구로구,24,6,422,45,5,"Wednesday, August 3, 2022"
마포구,56,13,466,35,5,"Tuesday, August 2, 2022"
강남구,51,6,538,21,7,"Saturday, August 6, 2022"
서초구,35,7,561,65,7,"Wednesday, July 27, 2022"
동작구,46,6,457,76,6,"Monday, August 1, 2022"
은평구,41,19,514,63,8,"Thursday, July 28, 2022"
중랑구,48,6,563,31,8,"Wednesday, July 27, 2022"
강동구,48,17,442,27,6,"Wednesday, July 27, 2022"
송파구,70,14,573,28,8,"Sunday, July 31, 2022"
관악구,45,13,539,53,12,"Monday, July 25, 2022"
금천구,61,9,517,26,7,"Wednesday, July 27, 2022"
구로구,27,9,565,44,10,"Thursday, August 4, 2022"
마포구,48,10,538,42,10,"Friday, August 5, 2022"
서대문구,36,18,591,32,7,"Sunday, July 31, 2022"
중구,38,16,460,61,10,"Wednesday, July 27, 2022"
성북구,24,6,577,79,6,"Saturday, August 6, 2022"
종로구,28,10,526,67,12,"Monday, July 25, 2022"
영등포구,79,18,594,42,5,"Friday, July 29, 2022"
관악구,45,17,553,52,13,"Wednesday, July 27, 2022"
강동구,54,10,546,25,13,"Saturday, August 6, 2022"
송파구,67,13,574,35,13,"Thursday, July 28, 2022"
관악구,45,15,582,55,11,"Tuesday, July 26, 2022"
금천구,53,14,485,48,8,"Wednesday, August 3, 2022"
구로구,53,18,599,25,7,"Saturday, August 6, 2022"
마포구,46,8,560,50,11,"Saturday, July 30, 2022"
강남구,39,19,518,57,9,"Tuesday, July 26, 2022"
서초구,57,10,418,32,9,"Saturday, August 6, 2022"
동작구,51,10,496,20,8,"Wednesday, July 27, 2022"
은평구,67,6,580,22,12,"Sunday, July 31, 2022"
중랑구,45,19,467,75,12,"Wednesday, August 3, 2022"
강동구,48,9,538,76,7,"Saturday, July 30, 2022"
송파구,79,10,528,44,5,"Sunday, July 31, 2022"
관악구,61,14,496,57,13,"Sunday, August 7, 2022"
금천구,36,14,509,69,11,"Wednesday, August 3, 2022"
구로구,79,17,559,50,7,"Thursday, August 4, 2022"
마포구,49,6,573,74,9,"Friday, July 29, 2022"
서대문구,62,17,447,62,7,"Saturday, July 30, 2022"
중구,23,8,528,75,8,"Sunday, August 7, 2022"
성북구,64,8,461,65,11,"Thursday, August 4, 2022"
종로구,50,11,413,34,11,"Monday, July 25, 2022"
영등포구,58,10,524,42,9,"Thursday, August 4, 2022"
관악구,50,13,524,73,8,"Wednesday, July 27, 2022"
강동구,64,19,412,47,12,"Monday, July 25, 2022"
송파구,46,17,490,55,7,"Tuesday, July 26, 2022"
관악구,21,11,536,51,9,"Sunday, August 7, 2022"
금천구,31,14,401,75,10,"Friday, July 29, 2022"
구로구,30,8,486,57,11,"Sunday, August 7, 2022"
마포구,56,18,458,51,6,"Sunday, July 31, 2022"
강남구,66,9,481,24,11,"Monday, August 1, 2022"
서초구,26,13,443,27,5,"Friday, July 29, 2022"
동작구,59,11,523,62,12,"Thursday, August 4, 2022"
은평구,41,15,493,53,12,"Sunday, August 7, 2022"
중랑구,76,7,494,73,7,"Friday, July 29, 2022"
강동구,65,12,580,76,12,"Tuesday, August 2, 2022"
송파구,44,6,467,58,5,"Tuesday, August 2, 2022"
관악구,45,13,530,35,12,"Wednesday, July 27, 2022"
금천구,34,16,424,38,10,"Friday, July 29, 2022"
구로구,50,11,573,72,12,"Sunday, July 31, 2022"
마포구,41,10,403,72,12,"Friday, July 29, 2022"
서대문구,56,13,530,62,7,"Sunday, August 7, 2022"
중구,26,7,487,79,6,"Friday, August 5, 2022"
성북구,74,13,551,30,9,"Saturday, August 6, 2022"
종로구,46,11,596,69,11,"Sunday, August 7, 2022"
영등포구,79,17,429,72,11,"Friday, July 29, 2022"
관악구,38,11,433,30,13,"Wednesday, July 27, 2022"
강동구,32,12,596,63,7,"Sunday, August 7, 2022"
송파구,58,9,463,46,10,"Thursday, July 28, 2022"
관악구,44,6,559,48,7,"Saturday, August 6, 2022"
금천구,39,9,486,68,5,"Wednesday, July 27, 2022"
구로구,64,9,508,30,8,"Monday, July 25, 2022"
마포구,49,18,545,75,5,"Sunday, August 7, 2022"
강남구,37,16,424,25,10,"Tuesday, July 26, 2022"
서초구,63,17,441,29,9,"Sunday, July 31, 2022"
동작구,35,9,533,63,8,"Tuesday, July 26, 2022"
은평구,32,11,440,47,8,"Thursday, August 4, 2022"
중랑구,40,15,530,45,6,"Wednesday, July 27, 2022"
강동구,28,10,464,35,6,"Wednesday, August 3, 2022"
송파구,74,13,481,21,9,"Sunday, August 7, 2022"
관악구,33,9,481,48,10,"Sunday, August 7, 2022"
금천구,21,17,418,48,5,"Saturday, August 6, 2022"
구로구,76,19,451,50,6,"Friday, July 29, 2022"
마포구,20,10,424,59,10,"Friday, July 29, 2022"
서대문구,78,15,550,43,6,"Wednesday, August 3, 2022"
중구,21,12,497,48,7,"Tuesday, July 26, 2022"
성북구,51,15,418,25,12,"Saturday, August 6, 2022"
종로구,55,11,451,66,5,"Wednesday, August 3, 2022"
영등포구,51,13,555,53,9,"Saturday, August 6, 2022"
관악구,53,13,401,20,13,"Wednesday, August 3, 2022"
강동구,23,18,559,69,9,"Tuesday, July 26, 2022"
송파구,21,9,473,70,11,"Monday, August 1, 2022"
관악구,24,19,431,31,5,"Thursday, July 28, 2022"
금천구,27,14,487,54,7,"Wednesday, July 27, 2022"
구로구,77,15,413,59,5,"Wednesday, July 27, 2022"
마포구,71,15,562,47,10,"Thursday, August 4, 2022"
강남구,53,18,562,51,6,"Wednesday, July 27, 2022"
서초구,47,12,590,31,13,"Monday, July 25, 2022"
동작구,36,11,592,79,6,"Monday, July 25, 2022"
은평구,63,15,584,61,7,"Saturday, August 6, 2022"
중랑구,24,12,514,75,5,"Tuesday, August 2, 2022"
강동구,43,15,560,68,12,"Thursday, July 28, 2022"
송파구,77,13,538,65,10,"Thursday, July 28, 2022"
관악구,72,16,443,22,13,"Monday, August 1, 2022"
금천구,75,10,468,43,10,"Tuesday, August 2, 2022"
구로구,69,18,577,59,9,"Wednesday, July 27, 2022"
마포구,28,10,567,37,8,"Thursday, July 28, 2022"
서대문구,40,10,549,34,10,"Wednesday, July 27, 2022"
중구,57,13,585,23,7,"Monday, July 25, 2022"
성북구,72,9,460,23,5,"Tuesday, August 2, 2022"
종로구,27,14,588,27,10,"Wednesday, July 27, 2022"
영등포구,46,14,453,61,8,"Tuesday, July 26, 2022"
관악구,71,7,412,67,6,"Thursday, August 4, 2022"
강동구,49,9,451,27,9,"Tuesday, August 2, 2022"
송파구,66,12,599,65,7,"Tuesday, July 26, 2022"
관악구,60,8,576,29,10,"Thursday, August 4, 2022"
금천구,33,10,483,32,12,"Tuesday, August 2, 2022"
구로구,76,10,419,59,12,"Wednesday, July 27, 2022"
마포구,64,7,571,78,13,"Monday, August 1, 2022"
강남구,42,10,532,48,7,"Tuesday, August 2, 2022"
서초구,36,14,527,42,12,"Saturday, August 6, 2022"
동작구,20,6,473,63,11,"Sunday, August 7, 2022"
은평구,25,9,478,71,10,"Thursday, July 28, 2022"
중랑구,32,12,412,50,13,"Tuesday, July 26, 2022"
강동구,30,11,451,78,11,"Monday, July 25, 2022"
송파구,44,15,524,61,9,"Tuesday, July 26, 2022"
관악구,47,11,598,41,9,"Friday, July 29, 2022"
금천구,36,12,407,34,8,"Monday, August 1, 2022"
구로구,52,7,500,41,10,"Sunday, August 7, 2022"
마포구,43,13,589,78,11,"Saturday, July 30, 2022"
서대문구,25,17,566,77,6,"Thursday, August 4, 2022"
중구,51,8,443,25,12,"Thursday, August 4, 2022"
성북구,74,7,554,22,10,"Tuesday, July 26, 2022"
종로구,50,10,558,57,9,"Tuesday, August 2, 2022"
영등포구,77,14,597,64,12,"Wednesday, August 3, 2022"
관악구,61,10,541,33,11,"Sunday, July 31, 2022"
강동구,79,6,436,64,9,"Wednesday, August 3, 2022"
송파구,40,18,532,57,8,"Monday, July 25, 2022"
관악구,48,8,461,24,7,"Sunday, July 31, 2022"
금천구,66,9,527,40,10,"Wednesday, August 3, 2022"
구로구,66,9,405,39,9,"Thursday, August 4, 2022"
마포구,56,6,590,61,9,"Friday, July 29, 2022"
강남구,45,18,564,64,13,"Friday, August 5, 2022"
서초구,20,19,448,78,11,"Tuesday, August 2, 2022"
동작구,58,8,538,55,5,"Thursday, August 4, 2022"
은평구,32,7,565,38,10,"Wednesday, July 27, 2022"
중랑구,75,6,458,31,12,"Sunday, August 7, 2022"
강동구,23,14,463,42,8,"Sunday, July 31, 2022"
송파구,78,17,580,24,10,"Wednesday, August 3, 2022"
관악구,77,15,482,24,13,"Friday, July 29, 2022"
금천구,69,12,466,64,11,"Sunday, August 7, 2022"
구로구,39,17,532,41,5,"Sunday, July 31, 2022"
마포구,75,17,483,55,13,"Monday, August 1, 2022"
서대문구,24,19,536,20,10,"Tuesday, July 26, 2022"
중구,20,9,430,76,12,"Monday, August 1, 2022"
성북구,66,14,519,77,7,"Saturday, August 6, 2022"
종로구,52,9,494,67,6,"Wednesday, August 3, 2022"
영등포구,74,10,445,55,12,"Thursday, August 4, 2022"
관악구,47,19,402,73,9,"Tuesday, July 26, 2022"
강동구,65,7,547,67,7,"Friday, August 5, 2022"
송파구,31,8,402,46,8,"Wednesday, August 3, 2022"
관악구,32,8,550,72,6,"Saturday, July 30, 2022"
금천구,49,15,555,41,11,"Sunday, July 31, 2022"
구로구,41,7,400,45,5,"Saturday, August 6, 2022"
마포구,68,6,526,41,9,"Thursday, July 28, 2022"
강남구,56,18,587,39,11,"Tuesday, July 26, 2022"
서초구,41,17,498,52,5,"Monday, August 1, 2022"
동작구,53,17,432,72,7,"Tuesday, August 2, 2022"
은평구,31,7,437,51,12,"Friday, August 5, 2022"
중랑구,27,6,475,74,9,"Sunday, August 7, 2022"
강동구,28,9,585,26,12,"Saturday, July 30, 2022"
송파구,44,16,518,41,9,"Sunday, July 31, 2022"
관악구,28,17,404,59,10,"Friday, July 29, 2022"
금천구,63,15,467,32,8,"Monday, July 25, 2022"
구로구,36,7,467,67,8,"Friday, August 5, 2022"
마포구,41,16,497,73,5,"Wednesday, August 3, 2022"
서대문구,64,12,522,54,9,"Friday, July 29, 2022"
중구,64,8,477,51,9,"Saturday, August 6, 2022"
성북구,56,10,492,33,13,"Wednesday, July 27, 2022"
종로구,52,17,523,59,6,"Sunday, August 7, 2022"
영등포구,41,15,507,20,8,"Sunday, August 7, 2022"
관악구,57,17,442,55,8,"Sunday, July 31, 2022"
강동구,76,13,514,46,7,"Friday, July 29, 2022"
송파구,64,7,593,47,12,"Sunday, July 31, 2022"
관악구,29,14,584,51,11,"Saturday, August 6, 2022"
금천구,48,19,492,31,11,"Friday, August 5, 2022"
구로구,55,18,496,32,8,"Tuesday, August 2, 2022"
마포구,39,8,591,63,12,"Thursday, July 28, 2022"
강남구,27,11,552,60,10,"Monday, August 1, 2022"
서초구,28,13,483,27,10,"Wednesday, July 27, 2022"
동작구,44,19,446,39,6,"Monday, July 25, 2022"
은평구,45,16,418,34,10,"Friday, August 5, 2022"
중랑구,66,18,467,78,7,"Wednesday, July 27, 2022"
강동구,49,8,521,68,12,"Thursday, August 4, 2022"
송파구,52,17,443,63,11,"Monday, July 25, 2022"
관악구,67,18,579,54,5,"Friday, August 5, 2022"
금천구,73,11,536,21,10,"Monday, July 25, 2022"
구로구,76,14,590,42,7,"Monday, August 1, 2022"
마포구,25,6,447,37,5,"Thursday, August 4, 2022"
서대문구,36,18,425,68,13,"Tuesday, August 2, 2022"
중구,31,13,435,32,12,"Wednesday, July 27, 2022"
성북구,48,11,526,43,10,"Monday, August 1, 2022"
종로구,78,14,480,75,7,"Wednesday, August 3, 2022"
영등포구,32,8,531,39,12,"Wednesday, July 27, 2022"
관악구,67,18,443,22,10,"Monday, July 25, 2022"
강동구,59,18,458,54,13,"Thursday, July 28, 2022"
송파구,38,9,456,48,9,"Thursday, July 28, 2022"
관악구,33,8,511,47,10,"Saturday, August 6, 2022"
금천구,72,19,401,42,5,"Saturday, August 6, 2022"
구로구,36,14,438,46,11,"Friday, July 29, 2022"
마포구,62,10,478,78,8,"Tuesday, July 26, 2022"
강남구,76,8,457,45,13,"Saturday, August 6, 2022"
서초구,48,19,445,41,7,"Sunday, July 31, 2022"
동작구,60,17,474,35,11,"Tuesday, July 26, 2022"
은평구,48,18,507,74,7,"Saturday, July 30, 2022"
중랑구,45,17,529,38,5,"Tuesday, July 26, 2022"
강동구,35,10,404,76,8,"Monday, July 25, 2022"
송파구,67,15,492,30,5,"Tuesday, July 26, 2022"
관악구,24,14,541,69,10,"Monday, July 25, 2022"
금천구,32,11,541,35,10,"Monday, August 1, 2022"
구로구,63,13,492,49,10,"Thursday, August 4, 2022"
마포구,42,9,557,51,6,"Wednesday, July 27, 2022"
서대문구,70,12,545,78,8,"Friday, July 29, 2022"
중구,29,13,426,75,10,"Sunday, August 7, 2022"
성북구,38,14,584,78,7,"Wednesday, August 3, 2022"
종로구,63,15,440,50,13,"Sunday, August 7, 2022"
영등포구,68,16,436,27,13,"Tuesday, August 2, 2022"
관악구,45,12,524,71,13,"Thursday, August 4, 2022"
강동구,63,18,428,24,9,"Tuesday, July 26, 2022"
송파구,75,15,521,30,5,"Saturday, August 6, 2022"
관악구,30,8,520,38,8,"Saturday, August 6, 2022"
금천구,34,18,550,46,10,"Saturday, August 6, 2022"
구로구,52,16,452,24,10,"Wednesday, July 27, 2022"
마포구,69,9,480,62,10,"Tuesday, July 26, 2022"
강남구,45,11,499,34,12,"Saturday, July 30, 2022"
서초구,56,12,598,63,7,"Saturday, August 6, 2022"
동작구,43,7,504,44,5,"Wednesday, August 3, 2022"
은평구,42,13,454,56,7,"Sunday, August 7, 2022"
중랑구,40,10,574,70,11,"Saturday, July 30, 2022"
강동구,64,7,599,51,10,"Saturday, August 6, 2022"
송파구,40,6,468,68,5,"Sunday, July 31, 2022"
관악구,58,19,431,20,11,"Thursday, August 4, 2022"
금천구,31,13,472,26,6,"Saturday, July 30, 2022"
구로구,70,17,581,42,9,"Tuesday, August 2, 2022"
마포구,44,13,443,44,7,"Friday, August 5, 2022"
서대문구,21,16,479,35,8,"Saturday, August 6, 2022"
중구,32,9,574,75,7,"Wednesday, August 3, 2022"
성북구,67,9,492,52,10,"Monday, July 25, 2022"
종로구,31,16,454,54,8,"Monday, August 1, 2022"
영등포구,73,14,491,20,13,"Wednesday, August 3, 2022"
관악구,57,12,448,53,7,"Monday, August 1, 2022"
강동구,31,12,430,43,5,"Wednesday, August 3, 2022"
송파구,74,14,569,41,6,"Friday, August 5, 2022"
관악구,57,16,475,69,6,"Saturday, July 30, 2022"
금천구,77,14,506,64,12,"Sunday, July 31, 2022"
구로구,51,13,513,65,7,"Tuesday, August 2, 2022"
마포구,56,9,470,45,10,"Sunday, August 7, 2022"
